visa_type,country,processing_center,processing_time_days
Family,Canada,Tokyo,50
Business,UK,Toronto,24
Business,Japan,Sydney,44
Student,France,Tokyo,42
Business,Australia,Sydney,27
Family,Australia,Sao Paulo,24
Student,Japan,Sydney,11
Business,USA,New York,24
Business,Germany,Toronto,55
Family,UK,New York,25
Student,UK,Paris,33
Work,China,Beijing,41
Work,Canada,London,53
Student,Canada,Tokyo,14
Business,Brazil,Delhi,25
Business,India,Delhi,33
Student,Brazil,Tokyo,57
Work,Australia,Toronto,31
Tourist,USA,New York,23
Family,USA,Berlin,24
Student,Japan,New York,26
Tourist,India,Paris,28
Family,USA,Toronto,23
Tourist,Brazil,Delhi,31
Tourist,Japan,Tokyo,20
Family,China,Toronto,51
Tourist,China,Paris,43
Work,Brazil,Sao Paulo,59
Student,Japan,Delhi,10
Work,Canada,London,31
Work,China,Paris,23
Family,Japan,Delhi,20
Family,China,Delhi,59
Family,China,Sydney,12
Tourist,Germany,Sao Paulo,21
Tourist,Brazil,Sydney,50
Student,Brazil,New York,15
Tourist,India,Delhi,15
Student,UK,Paris,29
Work,Brazil,Beijing,24
Student,China,Sao Paulo,29
Student,France,Beijing,20
Family,Japan,Berlin,19
Tourist,India,Tokyo,39
Business,UK,Toronto,56
Business,UK,London,13
Family,France,Sao Paulo,31
Work,Canada,Beijing,57
Work,Canada,Delhi,37
Work,France,Paris,57
Student,Australia,Berlin,32
Tourist,Australia,Beijing,42
Work,Germany,London,17
Business,Brazil,Tokyo,60
Student,India,Berlin,25
Work,Japan,Delhi,35
Work,Canada,Toronto,21
Tourist,France,New York,59
Tourist,Brazil,Sao Paulo,50
Student,Australia,Beijing,45
Business,Australia,Delhi,53
Family,China,Berlin,11
Business,UK,New York,25
Tourist,USA,London,40
Tourist,Brazil,Berlin,38
Family,China,Tokyo,23
Business,India,London,14
Business,Australia,Paris,14
Family,Germany,Beijing,32
Tourist,Canada,Sao Paulo,46
Student,Brazil,Berlin,18
Business,Brazil,New York,47
Work,Brazil,Berlin,60
Business,India,Berlin,22
Business,UK,London,45
Business,Australia,Tokyo,15
Tourist,Germany,Beijing,59
Work,Japan,Sao Paulo,38
Business,USA,Berlin,33
Student,UK,Delhi,45
Work,China,Sydney,46
Family,Canada,Beijing,19
Student,Germany,London,30
Family,Australia,Toronto,28
Business,Canada,Berlin,16
Tourist,Australia,Beijing,47
Business,India,Sydney,58
Business,France,Beijing,14
Family,Germany,Tokyo,58
Business,UK,Tokyo,59
Student,USA,Beijing,56
Tourist,Japan,Tokyo,57
Family,Canada,Tokyo,18
Work,Japan,Beijing,36
Business,Japan,Sydney,12
Family,UK,New York,17
Business,UK,Sydney,29
Business,Japan,Paris,19
Family,UK,Delhi,25
Student,Germany,Paris,21
Work,UK,Sao Paulo,11
Business,India,New York,49
Student,UK,Tokyo,51
Business,Canada,Berlin,12
Business,Brazil,Toronto,34
Student,France,Sao Paulo,18
Business,Germany,Sydney,55
Work,Brazil,Beijing,40
Family,India,London,45
Student,USA,Delhi,30
Tourist,Japan,Berlin,16
Business,Brazil,London,52
Family,France,Delhi,29
Work,USA,Paris,46
Work,UK,Berlin,39
Tourist,France,New York,56
Work,China,Tokyo,48
Family,USA,Tokyo,43
Tourist,China,Delhi,55
Student,Australia,Paris,13
Tourist,France,London,38
Student,UK,Beijing,15
Work,Canada,Toronto,49
Family,UK,London,28
Business,France,Beijing,58
Tourist,France,New York,19
Work,Australia,Delhi,43
Family,Brazil,London,50
Business,India,Berlin,25
Tourist,UK,Paris,12
Family,Germany,Delhi,31
Work,France,Sao Paulo,25
Tourist,UK,London,40
Tourist,Australia,Sydney,26
Student,USA,Tokyo,46
Student,India,Beijing,32
Tourist,Japan,Berlin,47
Family,Japan,New York,36
Work,Canada,New York,14
Business,India,Berlin,34
Student,USA,Berlin,20
Work,India,Sao Paulo,60
Tourist,Australia,London,18
Work,USA,Delhi,14
Work,India,Delhi,33
Work,Brazil,London,25
Tourist,Australia,Paris,11
Student,USA,Sao Paulo,11
Business,Japan,Tokyo,29
Family,Brazil,Delhi,13
Student,UK,Toronto,43
Business,Brazil,Berlin,17
Tourist,France,Paris,11
Business,Japan,New York,24
Tourist,Brazil,Toronto,51
Business,Canada,Paris,17
Student,Australia,Sydney,33
Tourist,Brazil,Paris,54
Work,Canada,Sydney,42
Tourist,Australia,New York,38
Tourist,USA,Berlin,10
Business,Japan,New York,35
Tourist,Germany,Tokyo,57
Business,Australia,New York,13
Student,China,London,11
Tourist,Brazil,Delhi,33
Work,Japan,Berlin,14
Work,Germany,London,15
Student,China,Sydney,40
Work,UK,Delhi,36
Business,Brazil,Berlin,58
Tourist,France,Delhi,41
Family,Australia,Delhi,40
Tourist,USA,New York,26
Tourist,Germany,Toronto,45
Family,France,Delhi,26
Work,Canada,Sao Paulo,52
Work,UK,London,24
Tourist,France,Berlin,42
Work,USA,London,31
Business,Brazil,Berlin,23
Business,Australia,Berlin,35
Family,Germany,Toronto,24
Tourist,Brazil,Beijing,11
Business,Japan,Sydney,37
Student,Canada,Sao Paulo,21
Work,India,Toronto,15
Tourist,Brazil,Toronto,49
Business,USA,Berlin,51
Family,France,Berlin,13
Business,India,Sydney,21
Student,USA,Berlin,18
Business,Canada,Sao Paulo,27
Tourist,Brazil,New York,13
Family,UK,Beijing,14
Family,China,Beijing,37
Student,Brazil,Sydney,50
Tourist,Canada,London,11
Student,UK,New York,33
Student,Canada,Sao Paulo,13
Student,UK,Sydney,49
Business,India,Berlin,50
Work,Germany,Sydney,37
Business,China,Sydney,60
Tourist,France,New York,24
Student,China,Berlin,13
Student,Germany,Beijing,41
Work,UK,London,28
Family,USA,Toronto,31
Student,UK,Sao Paulo,11
Business,Germany,Sao Paulo,17
Student,UK,Delhi,45
Tourist,Brazil,Sao Paulo,17
Work,France,Beijing,33
Family,France,Paris,49
Tourist,India,Sydney,42
Business,Germany,Beijing,14
Tourist,France,Tokyo,19
Student,Japan,New York,47
Work,France,Sao Paulo,21
Student,Brazil,Toronto,23
Work,Australia,Sao Paulo,50
Business,France,New York,34
Tourist,UK,Paris,57
Work,USA,Tokyo,44
Tourist,India,New York,34
Work,France,Berlin,53
Student,Germany,Sao Paulo,31
Work,Australia,Berlin,55
Work,UK,London,13
Family,Australia,Toronto,28
Business,Canada,Tokyo,29
Student,Canada,London,36
Student,China,London,32
Tourist,Canada,New York,48
Work,Canada,Delhi,56
Work,Canada,Tokyo,55
Work,Brazil,Sydney,22
Student,Brazil,Paris,53
Family,France,Toronto,56
Tourist,USA,Delhi,24
Work,USA,London,25
Family,Australia,Sydney,48
Business,UK,Sao Paulo,51
Student,Brazil,Paris,57
Business,Brazil,Delhi,53
Student,Brazil,Toronto,35
Tourist,Brazil,Berlin,53
Business,China,Paris,35
Tourist,UK,Sao Paulo,16
Tourist,China,Delhi,10
Tourist,USA,New York,18
Business,Japan,Tokyo,17
Business,UK,Paris,32
Business,Germany,Tokyo,58
Work,Japan,Sydney,24
Tourist,Japan,Berlin,27
Work,Australia,Tokyo,53
Student,India,London,28
Business,Brazil,Sydney,58
Family,USA,Paris,48
Student,Japan,Tokyo,58
Tourist,Canada,New York,35
Tourist,Brazil,Berlin,21
Work,USA,Tokyo,46
Business,Australia,Paris,45
Business,Germany,Berlin,16
Student,Brazil,Toronto,18
Student,Brazil,London,40
Student,Brazil,Delhi,47
Family,Australia,Delhi,31
Family,India,Sydney,52
Tourist,India,Paris,21
Tourist,USA,Berlin,43
Tourist,Japan,Paris,49
Business,India,London,11
Tourist,Japan,Beijing,53
Work,Australia,New York,41
Student,USA,Sao Paulo,10
Business,Brazil,Toronto,34
Family,UK,Toronto,13
Student,Japan,London,47
Tourist,Brazil,Delhi,54
Family,USA,Sydney,13
Family,Canada,Sydney,18
Family,France,New York,27
Student,Brazil,Paris,50
Business,Australia,New York,57
Student,France,Sao Paulo,20
Work,Australia,Sydney,15
Tourist,China,Delhi,25
Business,France,Toronto,17
Business,Japan,Sao Paulo,28
Tourist,Canada,Paris,14
Work,UK,Sao Paulo,49
Family,India,New York,35
Tourist,USA,London,34
Family,India,Delhi,34
Tourist,Brazil,Tokyo,18
Student,Japan,Sao Paulo,44
Work,Germany,New York,10
Work,Brazil,Sydney,56
Tourist,USA,Beijing,11
Work,UK,Toronto,53
Family,UK,Sydney,51
Work,India,Beijing,34
Work,UK,Paris,45
Work,India,Sao Paulo,45
Business,UK,Berlin,21
Tourist,UK,London,38
Student,Canada,Paris,21
Student,UK,London,22
Business,Brazil,Sydney,20
Business,UK,Toronto,16
Student,India,Sao Paulo,48
Family,Japan,Sao Paulo,31
Student,India,Paris,18
Student,Germany,Paris,48
Tourist,Germany,Beijing,41
Student,France,Berlin,23
Student,Germany,Beijing,38
Work,Brazil,Tokyo,44
Business,Australia,London,51
Student,France,New York,21
Student,Brazil,London,40
Family,China,London,47
Student,China,Paris,44
Tourist,UK,Sydney,59
Family,France,London,24
Student,Australia,Berlin,59
Tourist,France,Tokyo,25
Business,France,Berlin,28
Student,Germany,Beijing,25
Business,UK,New York,38
Student,Canada,Berlin,38
Family,USA,Sao Paulo,38
Family,India,Delhi,39
Tourist,UK,Sydney,30
Work,China,Paris,34
Tourist,China,Sao Paulo,17
Student,USA,Tokyo,23
Business,UK,Berlin,27
Business,France,Toronto,17
Student,Japan,Berlin,41
Work,USA,New York,48
Work,Australia,London,43
Work,India,Toronto,58
Student,China,Delhi,24
Family,Japan,New York,27
Family,India,Delhi,21
Student,UK,Paris,23
Family,Germany,Beijing,48
Work,France,Sydney,28
Family,Germany,Sydney,28
Student,Germany,Sao Paulo,47
Family,Australia,Toronto,56
Family,Germany,Delhi,47
Family,Germany,Tokyo,13
Family,Japan,Berlin,37
Student,Japan,Toronto,35
Tourist,Brazil,London,30
Family,Brazil,Toronto,45
Tourist,Brazil,Paris,25
Student,France,Tokyo,11
Business,Japan,Paris,26
Tourist,Australia,London,10
Student,China,Beijing,36
Business,Japan,Paris,60
Family,USA,Beijing,51
Student,France,New York,16
Work,USA,Tokyo,26
Business,Germany,Paris,11
Work,Japan,Delhi,10
Family,Brazil,Berlin,48
Family,China,Tokyo,53
Tourist,France,Sao Paulo,27
Family,Germany,Sao Paulo,40
Tourist,Brazil,Tokyo,24
Business,UK,Delhi,44
Work,India,Tokyo,24
Business,France,Tokyo,51
Work,Japan,Sydney,20
Student,Canada,London,26
Business,China,Toronto,11
Student,USA,Tokyo,36
Work,India,Beijing,19
Tourist,China,Delhi,44
Business,France,New York,17
Business,Japan,London,16
Tourist,India,Sao Paulo,14
Tourist,China,New York,18
Family,Canada,Sydney,19
Family,USA,London,35
Work,USA,Paris,34
Business,UK,Sydney,17
Tourist,India,New York,56
Tourist,France,London,39
Student,India,Berlin,60
Family,China,Toronto,39
Student,Germany,Sydney,19
Tourist,UK,Sydney,54
Business,Japan,Sydney,59
Business,UK,Sydney,53
Student,Canada,New York,20
Family,USA,Sydney,55
Work,Canada,Sydney,54
Business,USA,Beijing,48
Work,France,Tokyo,60
Family,Japan,Sydney,11
Student,Canada,New York,32
Family,Australia,Tokyo,14
Tourist,China,Beijing,10
Family,Brazil,Beijing,41
Student,Germany,Tokyo,56
Student,Brazil,Sydney,58
Family,Canada,Paris,39
Student,Canada,New York,35
Tourist,India,Sao Paulo,47
Work,USA,New York,18
Family,USA,Delhi,21
Student,China,Beijing,16
Work,Canada,Berlin,38
Tourist,Brazil,Beijing,52
Family,China,Beijing,17
Student,UK,Tokyo,13
Work,China,Sao Paulo,39
Tourist,Canada,Sydney,32
Business,UK,Toronto,60
Student,Australia,London,38
Tourist,China,Berlin,57
Work,USA,London,48
Family,UK,Sao Paulo,58
Work,India,Paris,21
Family,Brazil,Berlin,21
Tourist,Germany,Sao Paulo,27
Tourist,Canada,Beijing,30
Work,Germany,Tokyo,36
Work,Canada,New York,28
Family,India,Sao Paulo,13
Student,UK,New York,59
Work,Japan,Tokyo,29
Student,Germany,Toronto,25
Student,Germany,Toronto,59
Student,Canada,Toronto,15
Tourist,UK,Tokyo,31
Tourist,Brazil,Beijing,60
Student,China,Sydney,33
Student,China,New York,48
Tourist,Australia,Paris,46
Family,Australia,Paris,41
Business,Germany,Sydney,42
Work,France,Tokyo,16
Student,Japan,Sao Paulo,50
Tourist,France,Sao Paulo,38
Student,Japan,Sao Paulo,39
Student,Japan,Tokyo,28
Student,UK,London,22
Student,Germany,Tokyo,59
Family,UK,Delhi,31
Work,Canada,Tokyo,48
Work,Brazil,Sao Paulo,38
Tourist,Japan,Beijing,51
Family,France,Sao Paulo,59
Family,UK,London,27
Work,Australia,Sydney,17
Tourist,Canada,Toronto,16
Family,Brazil,London,46
Tourist,China,Paris,43
Work,Australia,Paris,50
Student,France,Sao Paulo,45
Family,France,Tokyo,19
Tourist,UK,Sao Paulo,49
Student,Australia,Sydney,44
Work,India,Paris,14
Business,India,London,35
Family,India,Sao Paulo,16
Family,Japan,Berlin,16
Tourist,Brazil,Tokyo,21
Work,Japan,Paris,48
Work,Brazil,New York,54
Family,Canada,Toronto,49
Family,Germany,New York,53
Tourist,China,Tokyo,34
Tourist,USA,Paris,51
Business,Australia,Delhi,56
Student,USA,Beijing,51
Tourist,Germany,Sydney,57
Student,China,Delhi,15
Family,China,Sydney,17
Business,USA,Sydney,18
Business,Japan,Toronto,10
Business,UK,Delhi,48
Work,Australia,Sydney,18
Family,Brazil,Beijing,42
Work,Japan,Delhi,32
Work,France,Sao Paulo,46
Business,Japan,Delhi,16
Work,Germany,New York,47
Family,Japan,Tokyo,23
Family,Brazil,Sydney,26
Work,Japan,New York,42
Family,Canada,Paris,48
Student,Germany,Beijing,60
Work,Canada,Delhi,15
Business,India,Beijing,24
Business,Germany,Sao Paulo,53
Family,Japan,Delhi,57
Family,Canada,Paris,40
Business,China,Delhi,48
Student,Canada,Sydney,57
Business,China,Sao Paulo,45
Work,Japan,New York,14
Business,Brazil,Beijing,47
Tourist,France,Sydney,38
Student,Canada,Sao Paulo,17
Student,Canada,Sao Paulo,49
Business,Canada,Delhi,40
Tourist,Germany,Paris,56
Work,Brazil,London,60
Business,Germany,Sydney,39
Work,UK,Berlin,42
Tourist,India,Beijing,41
Business,France,Beijing,42
Business,Brazil,New York,48
Work,China,New York,36
Business,China,Delhi,10
Tourist,Japan,Berlin,59
Business,Germany,Delhi,29
Family,Germany,Toronto,51
Tourist,France,Toronto,40
Student,India,Tokyo,60
Work,Japan,Tokyo,54
Tourist,India,Delhi,24
Student,Brazil,Sydney,12
Student,Canada,London,13
Tourist,Japan,Delhi,52
Student,UK,Paris,59
Student,USA,Sao Paulo,27
Family,USA,Sydney,21
Business,Germany,Toronto,41
Family,Canada,Sydney,22
Business,France,London,28
Student,Canada,Tokyo,53
Business,USA,Sao Paulo,60
Family,Germany,Sydney,29
Work,Germany,Tokyo,48
Work,USA,Sydney,44
Business,Australia,London,18
Work,Canada,New York,59
Tourist,China,Beijing,35
Work,Brazil,Delhi,12
Business,France,Toronto,13
Student,France,Berlin,59
Family,Canada,Beijing,22
Work,China,Sao Paulo,19
Business,Japan,Beijing,35
Family,Canada,London,19
Tourist,China,New York,55
Student,USA,London,39
Family,Australia,Tokyo,16
Family,Canada,Beijing,35
Business,Australia,Tokyo,31
Tourist,India,Beijing,54
Work,Australia,Sao Paulo,51
Tourist,Canada,Sydney,59
Student,Germany,Delhi,42
Work,India,Berlin,50
Tourist,UK,London,15
Student,USA,Sydney,20
Family,Australia,Sao Paulo,51
Family,India,Paris,32
Family,UK,Paris,54
Family,China,Paris,50
Work,Australia,Paris,36
Family,Canada,London,34
Work,Canada,Paris,49
Work,Canada,New York,27
Tourist,India,Sydney,60
Family,France,Beijing,40
Business,Brazil,New York,14
Family,USA,Toronto,41
Business,Australia,London,32
Family,Germany,Toronto,39
Work,Brazil,Tokyo,56
Family,Brazil,London,29
Family,China,Delhi,18
Family,France,London,11
Family,India,Tokyo,20
Tourist,Japan,Paris,25
Tourist,China,Delhi,16
Work,Brazil,Sao Paulo,45
Work,Japan,Delhi,59
Business,USA,Berlin,36
Work,Brazil,Sydney,53
Tourist,France,London,49
Work,Canada,Beijing,53
Business,Germany,Beijing,22
Business,Canada,Tokyo,21
Tourist,Australia,Sao Paulo,29
Work,Germany,Sao Paulo,59
Business,Japan,Sydney,59
Work,Australia,Beijing,47
Work,India,New York,26
Tourist,India,Sao Paulo,44
Tourist,India,Sao Paulo,34
Work,Brazil,Toronto,30
Family,Canada,New York,45
Family,Australia,Delhi,56
Student,Australia,Delhi,26
Student,Japan,Sydney,45
Student,Brazil,Tokyo,16
Tourist,India,Toronto,24
Work,UK,Tokyo,35
Business,China,Beijing,27
Work,Japan,Sydney,46
Work,India,London,52
Student,France,Berlin,21
Work,UK,Beijing,37
Student,France,Sydney,37
Work,USA,Sydney,54
Business,Australia,Beijing,33
Family,USA,New York,25
Family,Germany,New York,33
Tourist,Australia,Sydney,15
Business,Germany,Tokyo,34
Work,Japan,Sydney,37
Business,Brazil,Tokyo,28
Work,Japan,New York,36
Business,Australia,Paris,48
Business,France,Berlin,15
Family,Brazil,London,27
Business,Australia,New York,10
Tourist,Brazil,Paris,48
Work,USA,Delhi,20
Student,Canada,Tokyo,18
Business,Canada,Sao Paulo,11
Student,China,Paris,46
Family,Japan,New York,17
Student,USA,Berlin,15
Tourist,Germany,Berlin,15
Tourist,Australia,Sao Paulo,31
Family,UK,London,37
Tourist,Germany,Sydney,15
Work,France,Sao Paulo,13
Tourist,China,London,34
Business,France,Beijing,31
Tourist,Australia,Sao Paulo,52
Work,Canada,Paris,27
Family,France,Beijing,18
Tourist,Australia,Paris,24
Work,Brazil,Toronto,33
Business,France,Toronto,50
Student,Australia,Sao Paulo,60
Student,China,Sydney,36
Family,USA,New York,54
Family,UK,Beijing,38
Student,Germany,Sao Paulo,44
Student,Australia,Paris,40
Family,Australia,Tokyo,35
Student,Japan,Delhi,33
Tourist,Canada,Tokyo,55
Work,Japan,New York,46
Family,India,New York,32
Work,UK,Delhi,53
Business,Canada,Paris,49
Business,Germany,London,57
Tourist,Canada,Sao Paulo,51
Business,China,Tokyo,58
Family,Canada,New York,31
Tourist,India,Toronto,29
Tourist,Canada,Berlin,42
Family,Japan,Sao Paulo,39
Student,UK,Berlin,30
Work,Brazil,Beijing,57
Family,Australia,Sao Paulo,55
Student,Japan,New York,54
Student,Australia,Sydney,26
Business,Brazil,Sydney,59
Tourist,Australia,Tokyo,52
Tourist,Australia,Toronto,21
Business,Germany,Tokyo,38
Business,Australia,Sao Paulo,16
Tourist,France,Sydney,35
Family,USA,Paris,52
Family,France,Beijing,18
Family,China,Tokyo,15
Family,USA,Paris,35
Business,Japan,New York,28
Work,Canada,Beijing,58
Work,UK,Berlin,56
Tourist,UK,New York,13
Work,Japan,Berlin,41
Family,Canada,Sydney,60
Business,Brazil,Sydney,24
Family,Germany,Paris,12
Student,USA,Tokyo,11
Business,Australia,London,51
Student,India,Delhi,23
Student,France,London,59
Tourist,India,Sao Paulo,28
Student,UK,Tokyo,54
Work,Australia,Sao Paulo,20
Work,France,New York,60
Student,Brazil,Berlin,42
Tourist,India,Sao Paulo,30
Student,Brazil,Beijing,30
Business,China,London,28
Business,UK,Beijing,59
Business,India,Sao Paulo,38
Business,Canada,Toronto,47
Student,France,Paris,17
Family,Germany,Delhi,49
Family,UK,Paris,41
Business,Canada,Sydney,57
Tourist,Canada,New York,53
Tourist,France,Berlin,43
Student,Australia,Toronto,30
Family,UK,Beijing,29
Student,Germany,Sydney,36
Work,India,Beijing,59
Business,USA,Delhi,32
Work,Germany,Sao Paulo,25
Work,USA,London,22
Tourist,USA,Tokyo,30
Family,Brazil,Berlin,16
Business,Germany,New York,34
Student,Brazil,Paris,25
Business,China,Sydney,46
Student,Japan,Tokyo,30
Student,Germany,Paris,58
Family,Brazil,Berlin,38
Work,Brazil,Tokyo,58
Student,Australia,New York,45
Family,China,Sao Paulo,39
Work,France,Berlin,55
Work,Canada,Berlin,30
Business,France,Berlin,43
Business,France,Paris,58
Business,Japan,Sydney,37
Tourist,Japan,Berlin,29
Work,Germany,Paris,12
Tourist,Brazil,Tokyo,33
Business,Germany,Tokyo,23
Family,Australia,New York,57
Business,Japan,Toronto,29
Student,France,Tokyo,17
Family,India,Delhi,27
Family,France,Beijing,58
Work,USA,London,26
Tourist,Japan,Berlin,13
Student,Australia,Sydney,32
Family,Canada,Paris,59
Tourist,Germany,Sao Paulo,21
